Year,Therapeutic Name,Eventual Brand Name,NDC Code,"Active Pharmaceutical Ingredient","Gene Delivery System",Targeting Strategy,Delivery Method,NCT ID,Study URL,Study Type,Phase,Trial Status,clinical trial purpose,Therapeutic Purpose,Disease Studied by Clinical Trial,DIsease Targeted by Intervention,Disease Type ,Reason for Termination,Clinical Trial Start Date,Clinical Trial End Date,"Clinical Trial Duration
(Months)",Clinical Trial Size,Enrolled type,Row in the US Polulation sheet that corresponds to the year,Column in the US Population sheet that correspoinds to the age group,Address in the US Population sheet that corresponds to the year and age group,Sex,Age,,Target Population Size,Estimated Disease Prevalence,Estimated Population Affected by Disease,Target Population Indicator,Uptake Propensity,Estimated Potential Impact,Population Multiplier using Age/Sex,Population Impacted,Entity,Entity Type,Entity Employee Count,Entity Size,Entity Research Status,Sponsor,Sponsor Type,Sponsor Class,Collaborators,Manufacturer,Treatment Cost
2023,mrna-1083,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06097273,https://clinicaltrials.gov/study/NCT06097273,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza",Influenza,Infectious,N/A,10/19/23,5/28/24,7.4,8075,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1083,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827926,https://clinicaltrials.gov/study/NCT05827926,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza",Influenza,Infectious,N/A,4/14/23,12/2/24,19.9,1763,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1083.1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827926,https://clinicaltrials.gov/study/NCT05827926,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza",Influenza,Infectious,N/A,4/14/23,12/2/24,19.9,1763,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1083.2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827926,https://clinicaltrials.gov/study/NCT05827926,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza",Influenza,Infectious,N/A,4/14/23,12/2/24,19.9,1763,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1083.3,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827926,https://clinicaltrials.gov/study/NCT05827926,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza",Influenza,Infectious,N/A,4/14/23,12/2/24,19.9,1763,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1189,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05164094,https://clinicaltrials.gov/study/NCT05164094,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,Epstein-Barr Virus Infection,Epstein-Barr Virus,Infectious,N/A,12/28/21,6/18/25,42.3,422,ESTIMATED,10,6,'1a.1. US Population'!$F$10,ALL,"CHILD, ADULT",Epstein-Barr Virus,"274,482,899",90.00%,"247,034,609",Common,41.95%,"115,145,576",0.851942052,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1189,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05831111,https://clinicaltrials.gov/study/NCT05831111,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,Epstein-Barr Virus Infection,Epstein-Barr Virus,Infectious,N/A,4/5/23,2/4/26,34.5,354,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Epstein-Barr Virus,"201,452,958",90.00%,"181,307,662",Common,83.19%,"167,583,377",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1195.1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05831111,https://clinicaltrials.gov/study/NCT05831111,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,Epstein-Barr Virus Infection,Epstein-Barr Virus,Infectious,N/A,4/5/23,2/4/26,34.5,354,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Epstein-Barr Virus,"201,452,958",90.00%,"181,307,662",Common,83.19%,"167,583,377",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1195.2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05831111,https://clinicaltrials.gov/study/NCT05831111,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,Epstein-Barr Virus Infection,Epstein-Barr Virus,Infectious,N/A,4/5/23,2/4/26,34.5,354,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Epstein-Barr Virus,"201,452,958",90.00%,"181,307,662",Common,83.19%,"167,583,377",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1230,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05585632,https://clinicaltrials.gov/study/NCT05585632,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza, RSV",Influenza,Infectious,N/A,10/14/22,2/28/24,16.7,392,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04792567,https://clinicaltrials.gov/study/NCT04792567,Interventional,Phase 4,Completed,TREATMENT,PREVENTION,Secondary Progressive Multiple Sclerosis,COVID-19,Infectious,N/A,4/19/21,9/6/21,4.7,41,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Novartis,INDUSTRY,"76,057",Big Pharma,FALSE,Novartis Pharmaceuticals,SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05075538,https://clinicaltrials.gov/study/NCT05075538,Interventional,Phase 4,Terminated,PREVENTION,PREVENTION,Cancer,COVID-19,Infectious,The population as defined by the inclusion/exclusion criteria and the study logistics were leading to a poor recruitment over the past years,12/1/21,1/8/24,25.6,152,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Jules Bordet Institute,OTHER,non-industry,Non-Industry,FALSE,Jules Bordet Institute,SPONSOR,OTHER,"""Roche Pharma AG""","ModernaTX, Inc.",$141.80 
2020,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04470427,https://clinicaltrials.gov/study/NCT04470427,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,7/27/20,12/29/22,29.5,30415,ACTUAL,11,7,'1a.1. US Population'!$G$11,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",1.44%,"3,584,405",Common,67.69%,"168,658,393",0.773329128,"856,186","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority"", ""National Institute of Allergy and Infectious Diseases (NIAID)""","ModernaTX, Inc.",$141.80 
2020,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04649151,https://clinicaltrials.gov/study/NCT04649151,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/9/20,6/14/24,42.8,4331,ACTUAL,11,6,'1a.1. US Population'!$F$11,ALL,"CHILD, ADULT",COVID-19,"274,482,899",0.89%,"2,455,274",Common,41.95%,"115,145,576",0.851942052,"943,222","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority""","ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04796896,https://clinicaltrials.gov/study/NCT04796896,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,3/15/21,3/15/24,36.5,11950,ACTUAL,10,3,'1a.1. US Population'!$C$10,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"43,782,216","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04811664,https://clinicaltrials.gov/study/NCT04811664,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2 Infection,COVID-19,Infectious,N/A,3/24/21,12/30/21,9.4,1923,ACTUAL,10,4,'1a.1. US Population'!$D$10,ALL,ADULT,COVID-19,"201,452,958",2.61%,"5,258,259",Common,67.69%,"136,367,853",0.62527118,"120,773,161",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04860297,https://clinicaltrials.gov/study/NCT04860297,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,4/16/21,5/22/23,25.5,234,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05119855,https://clinicaltrials.gov/study/NCT05119855,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,"Papillomavirus Infections, Coronavirus Disease (COVID-19)",COVID-19,Infectious,N/A,3/28/22,12/12/23,20.8,165,ACTUAL,9,3,'1a.1. US Population'!$C$9,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"12,309,808",Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05158140,https://clinicaltrials.gov/study/NCT05158140,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,Pneumococcal Infection,COVID-19,Infectious,N/A,1/12/22,2/21/23,13.5,850,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163",Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05077254,https://clinicaltrials.gov/study/NCT05077254,Interventional,Phase 2,Active Not Recruiting,TREATMENT,PREVENTION,"Kidney Transplant Recipients, Liver Transplant Recipients",COVID-19,Infectious,N/A,12/6/21,2/28/24,27.1,400,ESTIMATED,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""PPD DEVELOPMENT, LP"", ""Johns Hopkins University""","ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04847050,https://clinicaltrials.gov/study/NCT04847050,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,"Solid Tumor Malignancy, Hematologic Malignancy, Leukemia, Lymphoma, Multiple Myeloma",COVID-19,Infectious,N/A,4/28/21,5/25/23,25.2,19,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institutes of Health Clinical Center (CC),NIH,non-industry,Non-Industry,FALSE,National Cancer Institute (NCI),PRINCIPAL_INVESTIGATOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04889209,https://clinicaltrials.gov/study/NCT04889209,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,5/28/21,6/16/23,25,867,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05137236,https://clinicaltrials.gov/study/NCT05137236,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/6/21,3/23/23,15.7,540,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05289037,https://clinicaltrials.gov/study/NCT05289037,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/30/22,11/22/23,20.1,1270,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05397223,https://clinicaltrials.gov/study/NCT05397223,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Seasonal Influenza, Respiratory Syncytial Virus, Cytomegalovirus",COVID-19,Infectious,N/A,5/24/22,2/21/26,45.6,308,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2020,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04283461,https://clinicaltrials.gov/study/NCT04283461,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"COVID-19, COVID-19 Immunisation",COVID-19,Infectious,N/A,3/16/20,4/26/22,25.7,120,ACTUAL,11,7,'1a.1. US Population'!$G$11,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",1.44%,"3,584,405",Common,67.69%,"168,658,393",0.773329128,"856,186",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""ModernaTX, Inc.""","ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04785144,https://clinicaltrials.gov/study/NCT04785144,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"COVID-19, COVID-19 Immunisation",COVID-19,Infectious,N/A,3/31/21,7/5/22,15.4,135,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""ModernaTX, Inc.""","ModernaTX, Inc.",$141.80 
2021,mrna-1273,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04813796,https://clinicaltrials.gov/study/NCT04813796,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,3/11/21,7/25/23,28.9,104,ACTUAL,10,4,'1a.1. US Population'!$D$10,ALL,ADULT,COVID-19,"201,452,958",2.61%,"5,258,259",Common,67.69%,"136,367,853",0.62527118,"120,773,161","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2023,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06130345,https://clinicaltrials.gov/study/NCT06130345,Observational,Observational,Active Not Recruiting,,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,4/14/23,2/29/24,10.7,10000000,ESTIMATED,8,8,'1a.1. US Population'!$H$8,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,46.36%,"149,359,569",1,"3,285,137","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Aetion, Inc.""","ModernaTX, Inc.",$141.80 
2023,mrna-1273,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05765578,https://clinicaltrials.gov/study/NCT05765578,Observational,Observational,Completed,,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/8/23,6/17/24,15.6,1713,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"2,540,492","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2024,mrna-1273 variant-containing formulation,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06585241,https://clinicaltrials.gov/study/NCT06585241,Interventional,Phase 4,Recruiting,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,9/9/24,10/29/24,1.7,100,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,79.15%,"197,213,032",0.773329128,"2,540,492","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.211,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.211,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04889209,https://clinicaltrials.gov/study/NCT04889209,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,5/28/21,6/16/23,25,867,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.213,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.214,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05330975,https://clinicaltrials.gov/study/NCT05330975,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,COVID-19,Infectious,N/A,4/1/22,11/12/24,31.9,3800,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.214,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04796896,https://clinicaltrials.gov/study/NCT04796896,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,3/15/21,3/15/24,36.5,11950,ACTUAL,10,3,'1a.1. US Population'!$C$10,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"43,782,216","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.214,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.214,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05436834,https://clinicaltrials.gov/study/NCT05436834,Interventional,Phase 3,Recruiting,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,6/21/22,10/27/25,40.8,1860,ESTIMATED,9,3,'1a.1. US Population'!$C$9,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"12,309,808","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
